edge_id,parent_entity_id,parent_entity_key,parent_name,child_entity_id,child_entity_key,child_name,relationship_type,certainty,source_id,page_number,line_number,source_ref,evidence_text,extraction_rule,wikidata_property_suggestion,privacy_review_required
EDGE_CEB12BB071,ENT_4A5E0A5D62,ilmuddin,Syed Ilmuddin,ENT_CAE235E9FD,zainulabdeen,Syed Zainulabdeen,father_of,high,SRC002,111,31,SRC002 p.111 line 31,Descendants of Syed Zainulabdeen bin Syed Ilmuddin bin Syed Jalaluddin Haider Lahori (R.A),descendants_heading_child_bin_father,P22,no
EDGE_57C89DA3A5,ENT_CAE235E9FD,zainulabdeen,Syed Zainulabdeen,ENT_FE1182DCC5,shah nizam,Syed Shah Nizam,father_of,medium_high,SRC002,111,34,SRC002 p.111 line 34,Descendants of Syed Zainulabdeen bin Syed Ilmuddin bin Syed Jalaluddin Haider Lahori (R.A) | child entry 109.1: Syed Shah Nizam,descendant_child_under_current_heading,P22,no
EDGE_7719104CF3,ENT_CAE235E9FD,zainulabdeen,Syed Zainulabdeen,ENT_FE1182DCC5,shah nizam,Syed Shah Nizam,father_of,high,SRC002,111,36,SRC002 p.111 line 36,Descendants of Syed Shah Nizam bin Syed Zainulabdeen bin Syed Ilmuddin,descendants_heading_child_bin_father,P22,no
EDGE_0B482F63D6,ENT_FE1182DCC5,shah nizam,Syed Shah Nizam,ENT_55369DBCA1,yar shah haider,Syed Yar Shah Haider,father_of,medium_high,SRC002,111,38,SRC002 p.111 line 38,Descendants of Syed Shah Nizam bin Syed Zainulabdeen bin Syed Ilmuddin | child entry 110.1: Syed Yar Shah Haider,descendant_child_under_current_heading,P22,no
EDGE_219DF9408C,ENT_FE1182DCC5,shah nizam,Syed Shah Nizam,ENT_55369DBCA1,yar shah haider,Syed Yar Shah Haider,father_of,high,SRC002,111,40,SRC002 p.111 line 40,Descendants of Syed Yar Shah Haider bin Syed Shah Nizam bin Syed Zainulabdeen,descendants_heading_child_bin_father,P22,no
EDGE_C4524CAF75,ENT_55369DBCA1,yar shah haider,Syed Yar Shah Haider,ENT_59A0D8B30D,nabi shah,Syed Nabi Shah,father_of,medium_high,SRC002,111,43,SRC002 p.111 line 43,Descendants of Syed Yar Shah Haider bin Syed Shah Nizam bin Syed Zainulabdeen | child entry 111.1: Syed Nabi Shah,descendant_child_under_current_heading,P22,no
EDGE_BF5D87508B,ENT_55369DBCA1,yar shah haider,Syed Yar Shah Haider,ENT_16E4D0C954,kabeer shah,Syed Kabeer Shah,father_of,medium_high,SRC002,111,45,SRC002 p.111 line 45,Descendants of Syed Yar Shah Haider bin Syed Shah Nizam bin Syed Zainulabdeen | child entry 111.2: Syed Kabeer Shah,descendant_child_under_current_heading,P22,no
EDGE_F5CC0C9985,ENT_55369DBCA1,yar shah haider,Syed Yar Shah Haider,ENT_F900F392FC,jahangir shah,Syed Jahangir Shah,father_of,medium_high,SRC002,111,47,SRC002 p.111 line 47,Descendants of Syed Yar Shah Haider bin Syed Shah Nizam bin Syed Zainulabdeen | child entry 111.3: Syed Jahangir Shah,descendant_child_under_current_heading,P22,no
EDGE_E55E5B2890,ENT_55369DBCA1,yar shah haider,Syed Yar Shah Haider,ENT_F900F392FC,jahangir shah,Syed Jahangir Shah,father_of,high,SRC002,111,49,SRC002 p.111 line 49,Descendants of Syed Jahangir Shah bin Syed Yar Shah Haider bin Syed Shah Nizam,descendants_heading_child_bin_father,P22,no
EDGE_F4F75E3E42,ENT_F900F392FC,jahangir shah,Syed Jahangir Shah,ENT_81C31FB109,shamsuddin shah,Syed Shamsuddin Shah,father_of,medium_high,SRC002,111,52,SRC002 p.111 line 52,Descendants of Syed Jahangir Shah bin Syed Yar Shah Haider bin Syed Shah Nizam | child entry 112.1: Syed Shamsuddin Shah,descendant_child_under_current_heading,P22,no
EDGE_907DAFEB74,ENT_F900F392FC,jahangir shah,Syed Jahangir Shah,ENT_5E647D0E7A,mali shah,Syed Mali Shah,father_of,medium_high,SRC002,111,54,SRC002 p.111 line 54,Descendants of Syed Jahangir Shah bin Syed Yar Shah Haider bin Syed Shah Nizam | child entry 112.2: Syed Mali Shah,descendant_child_under_current_heading,P22,no
EDGE_801243D924,ENT_F900F392FC,jahangir shah,Syed Jahangir Shah,ENT_81C31FB109,shamsuddin shah,Syed Shamsuddin Shah,father_of,high,SRC002,111,56,SRC002 p.111 line 56,Descendants of Syed Shamsuddin Shah bin Syed Jahangir Shah bin Syed Yar Shah Haider,descendants_heading_child_bin_father,P22,no
EDGE_72ECEF9F16,ENT_81C31FB109,shamsuddin shah,Syed Shamsuddin Shah,ENT_2B71E2ECE8,sadrudin shah,Syed Sadrudin Shah,father_of,medium_high,SRC002,111,59,SRC002 p.111 line 59,Descendants of Syed Shamsuddin Shah bin Syed Jahangir Shah bin Syed Yar Shah Haider | child entry 113.1: Syed Sadrudin Shah,descendant_child_under_current_heading,P22,no
EDGE_09871214A4,ENT_81C31FB109,shamsuddin shah,Syed Shamsuddin Shah,ENT_C2E13C589F,sharafuddin shah,Syed Sharfuddin Shah,father_of,medium_high,SRC002,111,61,SRC002 p.111 line 61,Descendants of Syed Shamsuddin Shah bin Syed Jahangir Shah bin Syed Yar Shah Haider | child entry 113.2: Syed Sharfuddin Shah,descendant_child_under_current_heading,P22,no
EDGE_9316E2B470,ENT_81C31FB109,shamsuddin shah,Syed Shamsuddin Shah,ENT_8795F0E406,qutbuddin shah,Syed Qutbudin Shah,father_of,medium_high,SRC002,111,63,SRC002 p.111 line 63,Descendants of Syed Shamsuddin Shah bin Syed Jahangir Shah bin Syed Yar Shah Haider | child entry 113.3: Syed Qutbudin Shah,descendant_child_under_current_heading,P22,no
EDGE_5E643D0D1B,ENT_81C31FB109,shamsuddin shah,Syed Shamsuddin Shah,ENT_C2E13C589F,sharafuddin shah,Syed Sharfuddin Shah,father_of,high,SRC002,112,4,SRC002 p.112 line 4,Descendants of Syed Sharfuddin Shah bin Syed Shamsuddin Shah bin Syed Jahangir Shah,descendants_heading_child_bin_father,P22,no
EDGE_B6A0C09260,ENT_C2E13C589F,sharafuddin shah,Syed Sharfuddin Shah,ENT_16E4D0C954,kabeer shah,Syed Kabeer Shah,father_of,medium_high,SRC002,112,7,SRC002 p.112 line 7,Descendants of Syed Sharfuddin Shah bin Syed Shamsuddin Shah bin Syed Jahangir Shah | child entry 114.1: Syed Kabeer Shah,descendant_child_under_current_heading,P22,no
EDGE_A16A8CD07D,ENT_C2E13C589F,sharafuddin shah,Syed Sharfuddin Shah,ENT_16E4D0C954,kabeer shah,Syed Kabeer Shah,father_of,high,SRC002,112,9,SRC002 p.112 line 9,Descendants of Syed Kabeer Shah bin Syed Sharfuddin Shah bin Syed Shamsuddin Shah,descendants_heading_child_bin_father,P22,no
EDGE_CAB652DD31,ENT_16E4D0C954,kabeer shah,Syed Kabeer Shah,ENT_44F3E472D1,qamarudin shah,Syed Qamarudin Shah,father_of,medium_high,SRC002,112,12,SRC002 p.112 line 12,Descendants of Syed Kabeer Shah bin Syed Sharfuddin Shah bin Syed Shamsuddin Shah | child entry 115.1: Syed Qamarudin Shah,descendant_child_under_current_heading,P22,no
EDGE_C93E65F2B8,ENT_16E4D0C954,kabeer shah,Syed Kabeer Shah,ENT_8DD758E169,ilmudin shah,Syed Ilmudin Shah,father_of,medium_high,SRC002,112,14,SRC002 p.112 line 14,Descendants of Syed Kabeer Shah bin Syed Sharfuddin Shah bin Syed Shamsuddin Shah | child entry 115.2: Syed Ilmudin Shah,descendant_child_under_current_heading,P22,no
EDGE_7B3BFB2175,ENT_16E4D0C954,kabeer shah,Syed Kabeer Shah,ENT_1E3208BACD,badrudin shah,Syed Badrudin Shah,father_of,medium_high,SRC002,112,16,SRC002 p.112 line 16,Descendants of Syed Kabeer Shah bin Syed Sharfuddin Shah bin Syed Shamsuddin Shah | child entry 115.3: Syed Badrudin Shah,descendant_child_under_current_heading,P22,no
EDGE_EED25D171A,ENT_16E4D0C954,kabeer shah,Syed Kabeer Shah,ENT_26093C15EC,qutb shah,Syed Qutb Shah,father_of,medium_high,SRC002,112,18,SRC002 p.112 line 18,Descendants of Syed Kabeer Shah bin Syed Sharfuddin Shah bin Syed Shamsuddin Shah | child entry 115.4: Syed Qutb Shah,descendant_child_under_current_heading,P22,no
EDGE_DA55250000,ENT_16E4D0C954,kabeer shah,Syed Kabeer Shah,ENT_960871D54B,rehmat shah,Syed Rehmat Shah,father_of,medium_high,SRC002,112,20,SRC002 p.112 line 20,Descendants of Syed Kabeer Shah bin Syed Sharfuddin Shah bin Syed Shamsuddin Shah | child entry 115.5: Syed Rehmat Shah,descendant_child_under_current_heading,P22,no
EDGE_BEB8F56DA9,ENT_16E4D0C954,kabeer shah,Syed Kabeer Shah,ENT_26093C15EC,qutb shah,Syed Qutb Shah,father_of,high,SRC002,112,22,SRC002 p.112 line 22,Descendants of Syed Qutb Shah bin Syed Kabeer Shah bin Syed Sharfuddin Shah,descendants_heading_child_bin_father,P22,no
EDGE_1B2942487E,ENT_26093C15EC,qutb shah,Syed Qutb Shah,ENT_69D2568D6F,haider shah,Syed Haider Shah,father_of,medium_high,SRC002,112,25,SRC002 p.112 line 25,Descendants of Syed Qutb Shah bin Syed Kabeer Shah bin Syed Sharfuddin Shah | child entry 116.1: Syed Haider Shah,descendant_child_under_current_heading,P22,no
EDGE_22680FB814,ENT_26093C15EC,qutb shah,Syed Qutb Shah,ENT_69D2568D6F,haider shah,Syed Haider Shah,father_of,high,SRC002,112,27,SRC002 p.112 line 27,Descendants of Syed Haider Shah bin Syed Qutb Shah bin Syed Kabeer Shah,descendants_heading_child_bin_father,P22,no
EDGE_B19B778EF5,ENT_69D2568D6F,haider shah,Syed Haider Shah,ENT_2CC834564C,zamin ali shah,Syed Zamin Ali Shah,father_of,medium_high,SRC002,112,29,SRC002 p.112 line 29,Descendants of Syed Haider Shah bin Syed Qutb Shah bin Syed Kabeer Shah | child entry 117.1: Syed Zamin Ali Shah,descendant_child_under_current_heading,P22,no
EDGE_EFD404A043,ENT_69D2568D6F,haider shah,Syed Haider Shah,ENT_E507D4C91F,ameer ali shah,Syed Ameer Ali Shah,father_of,medium_high,SRC002,112,31,SRC002 p.112 line 31,Descendants of Syed Haider Shah bin Syed Qutb Shah bin Syed Kabeer Shah | child entry 117.2: Syed Ameer Ali Shah,descendant_child_under_current_heading,P22,no
EDGE_07C03810A2,ENT_69D2568D6F,haider shah,Syed Haider Shah,ENT_86531BE776,wazeer ali shah,Syed Wazeer Ali Shah,father_of,medium_high,SRC002,112,33,SRC002 p.112 line 33,Descendants of Syed Haider Shah bin Syed Qutb Shah bin Syed Kabeer Shah | child entry 117.3: Syed Wazeer Ali Shah,descendant_child_under_current_heading,P22,no
EDGE_3E729BB743,ENT_69D2568D6F,haider shah,Syed Haider Shah,ENT_1ECB1DAF93,sardar ali shah,Syed Sardar Ali Shah,father_of,medium_high,SRC002,112,35,SRC002 p.112 line 35,Descendants of Syed Haider Shah bin Syed Qutb Shah bin Syed Kabeer Shah | child entry 117.4: Syed Sardar Ali Shah,descendant_child_under_current_heading,P22,no
EDGE_04C3B3751B,ENT_69D2568D6F,haider shah,Syed Haider Shah,ENT_E507D4C91F,ameer ali shah,Syed Ameer Ali Shah,father_of,high,SRC002,112,37,SRC002 p.112 line 37,Descendants of Syed Ameer Ali Shah bin Syed Haider Shah bin Syed Qutb Shah,descendants_heading_child_bin_father,P22,no
EDGE_AF23B17EC9,ENT_E507D4C91F,ameer ali shah,Syed Ameer Ali Shah,ENT_351A3245D1,shakir ali,Syed Shakir Ali,father_of,medium_high,SRC002,112,40,SRC002 p.112 line 40,Descendants of Syed Ameer Ali Shah bin Syed Haider Shah bin Syed Qutb Shah | child entry 118.1: Syed Shakir Ali,descendant_child_under_current_heading,P22,no
EDGE_39EA04FCC4,ENT_E507D4C91F,ameer ali shah,Syed Ameer Ali Shah,ENT_475053DCD5,zakir ali,Syed Zakir Ali,father_of,medium_high,SRC002,112,42,SRC002 p.112 line 42,Descendants of Syed Ameer Ali Shah bin Syed Haider Shah bin Syed Qutb Shah | child entry 118.2: Syed Zakir Ali,descendant_child_under_current_heading,P22,no
EDGE_17C9ED099F,ENT_E507D4C91F,ameer ali shah,Syed Ameer Ali Shah,ENT_351A3245D1,shakir ali,Syed Shakir Ali,father_of,high,SRC002,112,44,SRC002 p.112 line 44,Descendants of Syed Shakir Ali bin Syed Ameer Ali Shah bin Syed Haider Shah,descendants_heading_child_bin_father,P22,no
EDGE_4E5E161E65,ENT_351A3245D1,shakir ali,Syed Shakir Ali,ENT_915B13726B,ashiq ali,Syed Ashiq Ali,father_of,medium_high,SRC002,112,47,SRC002 p.112 line 47,Descendants of Syed Shakir Ali bin Syed Ameer Ali Shah bin Syed Haider Shah | child entry 119.1: Syed Ashiq Ali,descendant_child_under_current_heading,P22,no
EDGE_CE288CC83E,ENT_351A3245D1,shakir ali,Syed Shakir Ali,ENT_915B13726B,ashiq ali,Syed Ashiq Ali,father_of,high,SRC002,112,49,SRC002 p.112 line 49,Descendants of Syed Ashiq Ali bin Syed Shakir Ali bin Syed Ameer Ali Shah,descendants_heading_child_bin_father,P22,no
EDGE_BA615236F8,ENT_915B13726B,ashiq ali,Syed Ashiq Ali,ENT_E452E73C2C,nafees ali,Syed Nafees Ali,father_of,medium_high,SRC002,112,51,SRC002 p.112 line 51,Descendants of Syed Ashiq Ali bin Syed Shakir Ali bin Syed Ameer Ali Shah | child entry 120.1: Syed Nafees Ali,descendant_child_under_current_heading,P22,no
EDGE_7F756CF228,ENT_915B13726B,ashiq ali,Syed Ashiq Ali,ENT_E452E73C2C,nafees ali,Syed Nafees Ali,father_of,high,SRC002,112,53,SRC002 p.112 line 53,Descendants of Syed Nafees Ali bin Syed Ashiq Ali bin Syed Shakir Ali,descendants_heading_child_bin_father,P22,no
EDGE_5B44C1C890,ENT_E452E73C2C,nafees ali,Syed Nafees Ali,ENT_E5C93C1FB2,hafeez ali,Syed Hafeez Ali,father_of,medium_high,SRC002,112,55,SRC002 p.112 line 55,Descendants of Syed Nafees Ali bin Syed Ashiq Ali bin Syed Shakir Ali | child entry 121.1: Syed Hafeez Ali,descendant_child_under_current_heading,P22,no
EDGE_EE607BC91E,ENT_E452E73C2C,nafees ali,Syed Nafees Ali,ENT_12BBDDD5BD,mohabbat ali,Syed Muhabbat Ali,father_of,medium_high,SRC002,112,57,SRC002 p.112 line 57,Descendants of Syed Nafees Ali bin Syed Ashiq Ali bin Syed Shakir Ali | child entry 121.2: Syed Muhabbat Ali,descendant_child_under_current_heading,P22,no
EDGE_2F4F073E1C,ENT_E452E73C2C,nafees ali,Syed Nafees Ali,ENT_E5C93C1FB2,hafeez ali,Syed Hafeez Ali,father_of,high,SRC002,112,59,SRC002 p.112 line 59,Descendants of Syed Hafeez Ali bin Syed Nafees Ali bin Syed Ashiq Ali,descendants_heading_child_bin_father,P22,no
EDGE_27B1B3AE8F,ENT_E5C93C1FB2,hafeez ali,Syed Hafeez Ali,ENT_6EF9A5B137,qamar ali,Syed Qamar Ali,father_of,medium_high,SRC002,112,61,SRC002 p.112 line 61,Descendants of Syed Hafeez Ali bin Syed Nafees Ali bin Syed Ashiq Ali | child entry 122.1: Syed Qamar Ali,descendant_child_under_current_heading,P22,no
EDGE_7AA88FDC38,ENT_E5C93C1FB2,hafeez ali,Syed Hafeez Ali,ENT_6EF9A5B137,qamar ali,Syed Qamar Ali,father_of,high,SRC002,112,63,SRC002 p.112 line 63,Descendants of Syed Qamar Ali bin Syed Hafeez Ali bin Syed Nafees Ali,descendants_heading_child_bin_father,P22,no
EDGE_F1ADE265FB,ENT_6EF9A5B137,qamar ali,Syed Qamar Ali,ENT_2898BA37B2,qaiser ali,Syed Qaiser Ali,father_of,medium_high,SRC002,112,65,SRC002 p.112 line 65,Descendants of Syed Qamar Ali bin Syed Hafeez Ali bin Syed Nafees Ali | child entry 123.1: Syed Qaiser Ali,descendant_child_under_current_heading,P22,no
EDGE_60E48964C0,ENT_6EF9A5B137,qamar ali,Syed Qamar Ali,ENT_AEC74E0D7F,mohsin ali,Syed Mohsin Ali,father_of,medium_high,SRC002,113,4,SRC002 p.113 line 4,Descendants of Syed Qamar Ali bin Syed Hafeez Ali bin Syed Nafees Ali | child entry 123.2: Syed Mohsin Ali,descendant_child_under_current_heading,P22,no
EDGE_D6B0FC3D15,ENT_6EF9A5B137,qamar ali,Syed Qamar Ali,ENT_451AE49110,asim ali,Syed Asim Ali,father_of,medium_high,SRC002,113,6,SRC002 p.113 line 6,Descendants of Syed Qamar Ali bin Syed Hafeez Ali bin Syed Nafees Ali | child entry 123.3: Syed Asim Ali,descendant_child_under_current_heading,P22,no
EDGE_B7E661F724,ENT_6EF9A5B137,qamar ali,Syed Qamar Ali,ENT_A22F6DE213,faisal ali,Syed Faisal Ali,father_of,medium_high,SRC002,113,8,SRC002 p.113 line 8,Descendants of Syed Qamar Ali bin Syed Hafeez Ali bin Syed Nafees Ali | child entry 123.4: Syed Faisal Ali,descendant_child_under_current_heading,P22,no
EDGE_4DDA930071,ENT_6EF9A5B137,qamar ali,Syed Qamar Ali,ENT_2898BA37B2,qaiser ali,Syed Qaiser Ali,father_of,high,SRC002,113,10,SRC002 p.113 line 10,Descendants of Syed Qaiser Ali bin Syed Qamar Ali bin Syed Hafeez Ali,descendants_heading_child_bin_father,P22,no
EDGE_1B5A8A0D4F,ENT_2898BA37B2,qaiser ali,Syed Qaiser Ali,ENT_4C3F7B32F9,hamza ali,Syed Hamza Ali,father_of,medium_high,SRC002,113,12,SRC002 p.113 line 12,Descendants of Syed Qaiser Ali bin Syed Qamar Ali bin Syed Hafeez Ali | child entry 124.1: Syed Hamza Ali,descendant_child_under_current_heading,P22,yes
EDGE_2D7533DE87,ENT_2898BA37B2,qaiser ali,Syed Qaiser Ali,ENT_FB16DE1D15,shayan ali,Syed Shayan Ali,father_of,medium_high,SRC002,113,14,SRC002 p.113 line 14,Descendants of Syed Qaiser Ali bin Syed Qamar Ali bin Syed Hafeez Ali | child entry 124.2: Syed Shayan Ali,descendant_child_under_current_heading,P22,yes
EDGE_12EDD3301D,ENT_6EF9A5B137,qamar ali,Syed Qamar Ali,ENT_AEC74E0D7F,mohsin ali,Syed Mohsin Ali,father_of,high,SRC002,113,16,SRC002 p.113 line 16,Descendants of Syed Mohsin Ali bin Syed Qamar Ali bin Syed Hafeez Ali,descendants_heading_child_bin_father,P22,no
EDGE_CA234CBBBA,ENT_AEC74E0D7F,mohsin ali,Syed Mohsin Ali,ENT_7B4C085F89,mubashir ali,Syed Mubashir Ali,father_of,medium_high,SRC002,113,18,SRC002 p.113 line 18,Descendants of Syed Mohsin Ali bin Syed Qamar Ali bin Syed Hafeez Ali | child entry 125.1: Syed Mubashir Ali,descendant_child_under_current_heading,P22,yes
EDGE_33CB6BA193,ENT_6EF9A5B137,qamar ali,Syed Qamar Ali,ENT_451AE49110,asim ali,Syed Asim Ali,father_of,high,SRC002,113,20,SRC002 p.113 line 20,Descendants of Syed Asim Ali bin Syed Qamar Ali bin Syed Hafeez Ali,descendants_heading_child_bin_father,P22,no
EDGE_413021C868,ENT_451AE49110,asim ali,Syed Asim Ali,ENT_A1CD8396D2,ahmed ali,Syed Ahmed Ali,father_of,medium_high,SRC002,113,22,SRC002 p.113 line 22,Descendants of Syed Asim Ali bin Syed Qamar Ali bin Syed Hafeez Ali | child entry 126.1: Syed Ahmed Ali,descendant_child_under_current_heading,P22,yes
EDGE_17C69CBEA2,ENT_451AE49110,asim ali,Syed Asim Ali,ENT_AEFEF3C421,umair ali,Syed Umair Ali,father_of,medium_high,SRC002,113,24,SRC002 p.113 line 24,Descendants of Syed Asim Ali bin Syed Qamar Ali bin Syed Hafeez Ali | child entry 126.2: Syed Umair Ali,descendant_child_under_current_heading,P22,yes
EDGE_6618A1BFB5,ENT_6EF9A5B137,qamar ali,Syed Qamar Ali,ENT_A22F6DE213,faisal ali,Syed Faisal Ali,father_of,high,SRC002,113,26,SRC002 p.113 line 26,Descendants of Syed Faisal Ali bin Syed Qamar Ali bin Syed Hafeez Ali,descendants_heading_child_bin_father,P22,no
EDGE_13485AB349,ENT_A22F6DE213,faisal ali,Syed Faisal Ali,ENT_E1E143C341,mahab ali,Syed Mahab Ali,father_of,medium_high,SRC002,113,28,SRC002 p.113 line 28,Descendants of Syed Faisal Ali bin Syed Qamar Ali bin Syed Hafeez Ali | child entry 127.1: Syed Mahab Ali,descendant_child_under_current_heading,P22,yes
EDGE_AB9D8995DF,ENT_E452E73C2C,nafees ali,Syed Nafees Ali,ENT_12BBDDD5BD,mohabbat ali,Syed Muhabbat Ali,father_of,high,SRC002,113,30,SRC002 p.113 line 30,Descendants of Syed Muhabbat Ali bin Syed Nafees Ali bin Syed Ashiq Ali,descendants_heading_child_bin_father,P22,no
EDGE_8CA064967A,ENT_12BBDDD5BD,mohabbat ali,Syed Muhabbat Ali,ENT_268FCFDAA1,umeed ali,Syed Umeed Ali,father_of,medium_high,SRC002,113,32,SRC002 p.113 line 32,Descendants of Syed Muhabbat Ali bin Syed Nafees Ali bin Syed Ashiq Ali | child entry 128.1: Syed Umeed Ali,descendant_child_under_current_heading,P22,yes
EDGE_58957FAE22,ENT_12BBDDD5BD,mohabbat ali,Syed Muhabbat Ali,ENT_81A10FFC31,naseer ali,Syed Naseer Ali,father_of,medium_high,SRC002,113,34,SRC002 p.113 line 34,Descendants of Syed Muhabbat Ali bin Syed Nafees Ali bin Syed Ashiq Ali | child entry 128.2: Syed Naseer Ali,descendant_child_under_current_heading,P22,no
EDGE_72CB2E6EE4,ENT_12BBDDD5BD,mohabbat ali,Syed Muhabbat Ali,ENT_996374B863,shabab ali,Syed Shabab Ali,father_of,medium_high,SRC002,113,36,SRC002 p.113 line 36,Descendants of Syed Muhabbat Ali bin Syed Nafees Ali bin Syed Ashiq Ali | child entry 128.3: Syed Shabab Ali,descendant_child_under_current_heading,P22,no
EDGE_0B8B58DEC9,ENT_12BBDDD5BD,mohabbat ali,Syed Muhabbat Ali,ENT_2C1B3FA4A9,niyaz ali,Syed Niyaz Ali,father_of,medium_high,SRC002,113,38,SRC002 p.113 line 38,Descendants of Syed Muhabbat Ali bin Syed Nafees Ali bin Syed Ashiq Ali | child entry 128.4: Syed Niyaz Ali,descendant_child_under_current_heading,P22,no
EDGE_CE50CE8296,ENT_12BBDDD5BD,mohabbat ali,Syed Muhabbat Ali,ENT_808A730D9B,ejaz ali,Syed Ejaz Ali,father_of,medium_high,SRC002,113,40,SRC002 p.113 line 40,Descendants of Syed Muhabbat Ali bin Syed Nafees Ali bin Syed Ashiq Ali | child entry 128.5: Syed Ejaz Ali,descendant_child_under_current_heading,P22,no
EDGE_A88A30ADB6,ENT_12BBDDD5BD,mohabbat ali,Syed Muhabbat Ali,ENT_04111380C4,jawed ali,Syed Jawed Ali,father_of,medium_high,SRC002,113,42,SRC002 p.113 line 42,Descendants of Syed Muhabbat Ali bin Syed Nafees Ali bin Syed Ashiq Ali | child entry 128.6: Syed Jawed Ali,descendant_child_under_current_heading,P22,no
EDGE_9372087D5A,ENT_12BBDDD5BD,mohabbat ali,Syed Muhabbat Ali,ENT_268FCFDAA1,umeed ali,Syed Umeed Ali,father_of,high,SRC002,113,44,SRC002 p.113 line 44,Descendants of Syed Umeed Ali bin Syed Muhabbat Ali bin Syed Nafees Ali,descendants_heading_child_bin_father,P22,yes
EDGE_ADED2AC535,ENT_268FCFDAA1,umeed ali,Syed Umeed Ali,ENT_D8A6C63EEC,qadeer ali naqvi,Syed Qadeer Ali Naqvi,father_of,medium_high,SRC002,113,46,SRC002 p.113 line 46,Descendants of Syed Umeed Ali bin Syed Muhabbat Ali bin Syed Nafees Ali | child entry 129.1: Syed Qadeer Ali Naqvi,descendant_child_under_current_heading,P22,yes
EDGE_5629949790,ENT_268FCFDAA1,umeed ali,Syed Umeed Ali,ENT_D2CEA550C0,ameer ali naqvi,Syed Ameer Ali Naqvi,father_of,medium_high,SRC002,113,48,SRC002 p.113 line 48,Descendants of Syed Umeed Ali bin Syed Muhabbat Ali bin Syed Nafees Ali | child entry 129.2: Syed Ameer Ali Naqvi,descendant_child_under_current_heading,P22,yes
EDGE_ED3430FB88,ENT_268FCFDAA1,umeed ali,Syed Umeed Ali,ENT_F2FE37C202,majid ali naqvi,Syed Majid Ali Naqvi,father_of,medium_high,SRC002,113,50,SRC002 p.113 line 50,Descendants of Syed Umeed Ali bin Syed Muhabbat Ali bin Syed Nafees Ali | child entry 129.3: Syed Majid Ali Naqvi,descendant_child_under_current_heading,P22,yes
EDGE_9E987896DC,ENT_268FCFDAA1,umeed ali,Syed Umeed Ali,ENT_335E762EFC,sajid ali naqvi,Syed Sajid Ali Naqvi,father_of,medium_high,SRC002,113,52,SRC002 p.113 line 52,Descendants of Syed Umeed Ali bin Syed Muhabbat Ali bin Syed Nafees Ali | child entry 129.4: Syed Sajid Ali Naqvi,descendant_child_under_current_heading,P22,yes
EDGE_C3CF0DB6E5,ENT_268FCFDAA1,umeed ali,Syed Umeed Ali,ENT_7CCE7DAE10,zohaib ali naqvi,Syed Zohaib Ali Naqvi,father_of,medium_high,SRC002,113,54,SRC002 p.113 line 54,Descendants of Syed Umeed Ali bin Syed Muhabbat Ali bin Syed Nafees Ali | child entry 129.5: Syed Zohaib Ali Naqvi,descendant_child_under_current_heading,P22,yes
EDGE_E165BE8FD9,ENT_12BBDDD5BD,mohabbat ali,Syed Muhabbat Ali,ENT_81A10FFC31,naseer ali,Syed Naseer Ali,father_of,high,SRC002,113,56,SRC002 p.113 line 56,Descendants of Syed Naseer Ali bin Syed Muhabbat Ali bin Syed Nafees Ali,descendants_heading_child_bin_father,P22,no
EDGE_B2DE09E7B0,ENT_81A10FFC31,naseer ali,Syed Naseer Ali,ENT_847B1118AD,salman zakir ali,Syed Salman Zakir Ali,father_of,medium_high,SRC002,113,58,SRC002 p.113 line 58,Descendants of Syed Naseer Ali bin Syed Muhabbat Ali bin Syed Nafees Ali | child entry 130.1: Syed Salman Zakir Ali,descendant_child_under_current_heading,P22,yes
EDGE_ED92EA8F57,ENT_81A10FFC31,naseer ali,Syed Naseer Ali,ENT_9AE74F0ED6,adnan shakir ali,Syed Adnan Shakir Ali,father_of,medium_high,SRC002,113,60,SRC002 p.113 line 60,Descendants of Syed Naseer Ali bin Syed Muhabbat Ali bin Syed Nafees Ali | child entry 130.2: Syed Adnan Shakir Ali,descendant_child_under_current_heading,P22,yes
EDGE_AEDB2BD145,ENT_81A10FFC31,naseer ali,Syed Naseer Ali,ENT_053E8CD5EA,rizwan ali,Syed Rizwan Ali,father_of,medium_high,SRC002,113,62,SRC002 p.113 line 62,Descendants of Syed Naseer Ali bin Syed Muhabbat Ali bin Syed Nafees Ali | child entry 130.3: Syed Rizwan Ali,descendant_child_under_current_heading,P22,yes
EDGE_C971440AD8,ENT_81A10FFC31,naseer ali,Syed Naseer Ali,ENT_5EBA234386,nasir ali,Syed Nasir Ali,father_of,medium_high,SRC002,113,64,SRC002 p.113 line 64,Descendants of Syed Naseer Ali bin Syed Muhabbat Ali bin Syed Nafees Ali | child entry 130.4: Syed Nasir Ali,descendant_child_under_current_heading,P22,yes
EDGE_5AFCD496C4,ENT_81A10FFC31,naseer ali,Syed Naseer Ali,ENT_C7C586FB46,faizan ali,Syed Faizan Ali,father_of,medium_high,SRC002,113,66,SRC002 p.113 line 66,Descendants of Syed Naseer Ali bin Syed Muhabbat Ali bin Syed Nafees Ali | child entry 130.5: Syed Faizan Ali,descendant_child_under_current_heading,P22,yes
